partida	titulo	ley	rubrica	texto
1	4	7	Que quier dezir padrino. & por que razon no deuen seer llamados muchos padrinos en el babtismo. ni en el cathezismo. Ley .vijª.	Padrino tomo el nombre; de padre. Ca assi cuemo el omne es padre de su fijo por nascimiento natural. assi el padrino es padre de su afijado por nascimiento spirital. Esso mismo dezimos de las madrinas. E bien otrossi cuemo el omne de que es nascido. no puede otra uez nascer naturalmientre; assi el que es babtizado una uez. no se puede otra uez batear spiritalmientre. E por que el padre no puede seer naturalmientre si no uno; & otrossi la madre; por ende touo por bien sancta eglesia que no ouiesse mas de un padrino & de una madrina a babtizar el afijado. E aun lo touo por bien por otra razon. por que por los muchos padrinos & por las muchas madrinas; no se embargassen los casamientos. assi cuemo dize en el Libro que fabla dellos. ¶ Esso mismo deue seer guardado en el chathezizar que es palabra de griego. que quier tanto dezir en nuestro lenguage cuemo soplar. E esto es quando aduzen a alguno a la puerta de la eglesia pora babtizar le. & que reciba el spiritu sancto. Esso mismo deuen guardar en la confirmacion que es otra manera de conpadradgo. que quier tanto dezir cuemo confirmar en la fe al que es cathezizado & bateado. E esta confirmacion fazen los obispos con crisma en la fruente de los xpistianos. & no la puede otri fazer. Ca en ninguna destas tres maneras que es la primera cathezizar. la segunda babtizar. la tercera confirmar. no deuen llamar muchos padrinos nin madrinas. E esto es por que qualquier dellas se faze el compadradgo entre los omnes. por que se embargan los casamientos; segund que de suso es dicho. ¶ Ni otrossi no deue seer uno padrino o madrina en todas estas cosas. fueras ende si lo ouiesse a seer por alguna razon guisada. ¶ Otrossi es derecho que todo omne uaron o mugier. quier sea pequenno o grande. que quiera recebir babtismo que ninguno non gelo pueda embargar.
1	4	8	Que a los missacantanos es otorgado sennaladamientre el poder de babtizar. Ley viijª.	Poder de babtizar es otorgado sennaladamientre a los clerigos missacantanos; mas que a los otros. Pero si alguno dellos no pudiessen auer a hora de coyta; bien puede batear el euangelistero. o el Epistolero por mandado de algun preste. E si por auentura alguno que quisiessen batear fuesse en periglo de muerte. & no pudiesse auer clerigo ninguno que lo fiziesse; estoncel puedel babtizar el lego xpistiano. o otro omne qualquiere segund que es dicho de suso. E no tan solamientre pueden batear a hora de coyta estos que auemos dicho; mas aun el padre puede baptizar a su fijo ueyendo lo en coyta de muerte. no podiendo auer clerigo que lo fiziesse. E por esto no nasce embargo ninguno entrel & su mugier; por que se deuan partir.
1	4	9	Que pena deuen auer los que se fazen batear dos uezes. & otrossi los que los batean. Ley .viiijª.	Sin pena no deue seer; el que se fiziere babtizar dos uezes. por que es atreuudo en despreciar el sagramiento del babtismo. Ca ninguno no lo deue recebir ni dar a sabiendas; mas de una uegada. Onde quales quier que contra esto fiziessen; deuen morir por ello. tanbien el que diesse el babtismo; cuemo el que lo recibiesse si fuesse de edat complida. por que lo fizieron maliciosamientre. pues que sabien que les era defendido. ¶ E si obispo por auentura esto fiziesse a ssabiendas deue seer despuesto. & desi degradado que quier tanto dezir cuemo desordenado. & morir por ello. Ca cuemo quier que mucho deua seer onrrado por el grand logar que tiene; en esta razon mayor pena merece que otro. por que erro. muy grauemientre en aque.la cosa que era mucho tenudo de guardar de su oficio. ¶ Otrossi quando alguno començasse a fazer xpistiano soplandol & diziendo sobrel las oraciones que deuen dezir a la puerta de la eglesia ante quel babtizen; si nol babtizaren entonce. & despues desto algunol bateasse si no en la manera que manda sancta eglesia. faziendo lo dotra guisa por soberuia o por desden. o por despreciamiento del babtismo. o por otra razon qualquier que lo fiziesse maliciosamientre; deuen amos ados seer desterrados por ende. & pechar cada uno dellos diez libras de oro al Rey. o al sennor daquella tierra o esto fuere fecho. por que fazen heregia connosçuda en ello. et demas desto; no pueda ninguno dellos fazer testamiento nin donacion de los bienes que ouiere. E el yudgador de la tierra o esto acaesciere si lo non quisiere assi fazer depues que algunos fuessen acusados & uençudos sobre tal fecho; el deue recebir en su cuerpo o en su auer aquello que non cumpliesse en los otros.
1	4	10	De los que no babtizados; & reciben las ordenes. Ley .xª.	Entrada es el babtismo pora llegar el omne a recebir por el los otros sagramientos segund dize en el comienço deste titulo. Ca todo omne que los quisiere auer. primero deue tomar el babtismo. que es assi cuemo cimiento sobre que deuen todos los otros sagramientos estar. Onde si alguno se ordenasse de missa o de otra orden qualquier. & despues fallasse que no era babtizado; tantol era cuemo si no ouiesse recebudo orden ninguna. mas deue se fazer batear & depues ordenar se cuemo de nueuo. Pero si crouiesse firmemientre en su uoluntad que era bateado magar no lo fuesse en uerdat. tanto uale pora saluar se o pora recebir orden mientre que lo cree; cuemo si lo fuesse. Ca pues que en la fe de nuestro sennor ihesu xpisto & de la su sancta eglesia cree que es bateado; aquella creencia que ha le abonda pora poder recebir orden & usar della. Mas si despues que esto crouiesse. sopiesse ciertamientre que no era bateado o dubdasse en ello; si se no fiziesse luego babtizar. podiendo lo fazer; estonce començarie a despreciar el babtismo. & assi perderie el otro babtismo de spiritu sancto que auie ante por la creencia que tenie. & dalli adelante nol ualdrie nada la orden que recibiera. por que no ha fundamiento ninguno sobre que este. & por esso ha mester de fazer se babtizar & ordenar segund que es dicho de suso. Ca en tal dubda quando acaeciere a alguno; deuemos sospechar que no es bateado. & esto es por el periglo de la su alma quel podrie uenir si lo non fuesse.
1	4	11	Del sagramiento de la confirmacion que fazen los obispos en la fruente. Ley .xjª.	Crismar se deuen los que fueren babtizados; pora seer xpistianos complidamientre. Ca assi cuemo en el babtismo se alimpian de todos los pecados; assi en la confirmacion reciben el spiritu sancto. que les da fortaleza pora lidiar contral diablo. & sofrir sus tentaciones. E esta es una de las maneras de uncion & fazen la con crisma en la fruente. & la crisma a se de fazer de olio & de balsamo. E este sagramiento de confirmacion no lo puede otro ninguno fazer ni dar si no el obispo. E el obispo quando crismare; deue seer ayuno. & otrossi lo deuen todos los que este sagramiento recibieren. E ninguno non lo deue recebir. mas de una uez. assi cuemo dize de suso del babtismo. E si lo fiziere a sabiendas; yerra en el fecho. & faze pecado mortal; por que deue auer grand penedencia. E este sagramiento fue establecido en sancta eglesia. a semeiante de lo que fazien los apostolos. quando ponien las manos sobre los omnes. & recibien el spiritu sancto. Ca assi cuemo lo recibien estonce por ellos. assi lo reciben agora por los obispos quando los confirman que tienen logar de los apostolos.
1	4	12	Dela uncion que fazen a los obispos quando los cossagran. .Ley .xijª.	Uncion fazen con crisma en otra manera sin la que es dicha en la ley ante desta. E esta es quando consagran los obispos que los ungen con ella en las coronas & en las manos. E por la uncion que fazen al obispo en la cabeça; se da a entender que deue seer claro & limpio dentro en el coraçon; quanto a dios. & de fuera de buena fama; quanto a los omnes. Ca deue amar a dios de todo su coraçon & de su uoluntad. segund su seso & su poder. por el bien que fizo al linage de los omnes que los crio & los redimio. & los gouierna. & les dara gualardon en el otro sieglo. E otrossi deue amar a su xpistiano cuemo assi mismo. queriendo su bien & guardandol de danno. & desseando que se salue. E aun por la uncion de la cabeça. se entiende que recibe grand onrra & grand poder en sancta eglesia. E por las manos quel ungen; se entiende que deue bien obrar. faziendo bien a todos los omnes & mayor mientre a los de su ley. & que recibe poder de bendezir & de cossagrar. & de fazer en sancta eglesia las otras cosas que pertenescen a su oficio. E por ende. quando cossagran al obispo. dize aquel quel unge las manos. sennor dios tu denna bendezir estas manos assi que por esta uncion sancta. & por la nuestra bendicion todas las cosas que cossagrare; sean cossagradas. & las que bendixiere sean bendichas en el tu sancto nombre. Esta misma bendicion dize el obispo; quando unge las manos al clerigo que ordena de missa.
1	4	13	De la uncion que fazen a los Reyes quando los bendizen. Ley .xiijª.	A los Reyes fazien otra uncion en la uieia ley. ca los ungien con olio benito en las cabeças. Mas en esta nuestra ley nueua les fazen uncion dotra manera. por lo que dixo ysayas propheta de nuestro sennor ihesu xpisto. que es Rey de cielos. & de la tierra. que su jmperio serie sobre sus ombros. E esto se cumplio quandol pusieron la cruz sobrel onbro diestro. por que gano complidamientre uertud & poder en cielo & en tierra. E por que los Reyes xpistianos tienen so logar en este mundo pora fazer iusticia & derecho; & son tenudos de sofrir todo encargo et afan que les auenga por onrra & por exaltamiento de la cruz; por esso los ungen en este tiempo con olio sagrado en el ombro o en el espalda del braço derecho. en sennal que toda carga o todo trabaio que les abenga por esta razon; que lo sufran con muy buena uoluntad. & lo tengan cuemo por ligero. por amor de nuestro sennor ihesu xpisto que dixo en el euangelio. que el so yugo era blando; & la su carga ligera. E esta uncion se deue fazer. segund dize en el segundo Libro.
1	4	14	De la crisma por que razon la fazen de balsamo & de olio. Ley .xiiijª.	Balsamo & olio son mester pora fazer la crisma. segund es dicho en la quarta ley ante desta; por tal razon. Ca por el olio se entiende buena uoluntad. & por el balsamo que huele bien. buena fama. E por esso se faze destas dos cosas por demostrar que el que fuere ungido. que deue auer limpia uoluntad. & buena fama. ¶ E no tan solamientre ungen a los obispos & a los Reyes; mas aun a todos los xpistianos dos uegadas ante que los bateen. con olio benito primeramientre en los pechos; & despues entre las espaldas. ¶ E por esso los ungen en los pechos; que por la uertud de la uncion & de la cruz. & por la gracia de spiritu sancto; se partan dellos todos los yerros & las nesciedades que ante auien. & que ayan buenos pensamientos. ¶ E entre las espaldas los ungen; por que se tuelga dellos toda pereza. & puedan fazer buenas obras. Ca la fe sin bonas obras muerta es. ¶ E aun los ungen en las espaldas por otra razon. por que faziendo buenas obras sean fuertes pora sofrir los trabaios en el seruicio de dios
1	4	15	Por que razon ungen con crisma en la cabeça a los que son bateados. Ley xvª.	Ungido deue seer dos uegadas con olio benito. el que quieren batear. ante que reciba el babtismo. segun dize en la ley ante desta. Mas depues que fuere babtizado; lo deuen aun ungir otras dos uezes con crisma. una en somo de la cabeça. & otra en la fruente. ¶ E la de somo de la cabeçal fazen por que sea apareiado de dar razon de la fe a todo omne que gela demande. ¶ E la de la fruente. por que manifieste mostrando sin embargo ninguno & sin uerguenna; que es aquello que cree. acordando se de lo que dixo nuestro sennor ihesu xpisto en el euangelio. Qui me fiziere connoscer ante los omnes; fazer le yo que sea connosçudo ante mio padre que es en los cielos. ¶ E por esso ungen con crisma despues del babtismo; por que no deuen fazer uncion con ella a otro ninguno; si no al que fuere xpistiano. Ca crisma & xpistiano; tomaron nombre de cristo. E a esta manera de uncion que fazen en la fruente con crisma; llaman la confirmacion. & no la puede otro ninguno fazer; si no obispo. segund dize en la quinta ley ante desta. ¶ Mas la otra uncion que fazen otrossi con crisma en somo de la cabeça despues del babtismo. & aun las otras que son fechas con olio ante del babtismo; pueden las fazer los clerigos missacantanos.
1	4	16	De las unciones que fazen en las eglesias quando las cossagran. Ley .xviª.	Usan de ungir otras cosas segund costumbre de sancta eglesia. demas de aquellas que sobredichas son en las leyes ante desta. assi cuemo quando cossagran eglesias que ungen las paredes. faziendo cruzes con la crisma en ellas; en logares contados. ¶ E otrossi ungen los altares & las aras quando las cossagran. & los calizes quando los beneyzen. E esto auemos por exiemplo de la uieia ley. o mando dios a moysen que fiziesse olio pora ungir el tabernaculo; & el archa del testamiento. & la mesa & los uasos en que fazien el sacrificio. E aun lo auemos por exiemplo de la nueua ley. Ca sant siluestre papa quando cossagraua algun altar; ungie lo con crisma. onde ouieron exiemplo todos los prelados que fueron despues del; pora ungir los altares. & las otras cosas que son sobredichas en esta ley.
1	4	17	Del sagramiento de la penedencia. Ley .xvijª.	Sant Johan babtista fue muy sancto omne. & amo lo nuestro sennor ihesu xpisto. cuemo que dixo por el. que entre todos los que nascieron de omne & de mugier; el era el mayor en sanctidat. E atanto lo amo nuestro sennor & lo fallo por sancto; que a el enuio primeramientre por so mandadero que preigasse ante que el uiniesse. & mostrasse a los omnes carrera de saluacion. preigando les babtismo. & penedencia. E el mismo pues que uino en tierra; lo preigo. & confirmo lo que preigara sant iohan. & mando muy aficadamientre a los omnes; que fiziessen penedencia. ca por ella ganarien el regno de los cielos. E por esto uno de los mayores sagramientos de sancta eglesia; es la penedencia. Onde nos por que los omnes la amen mas. & la sepan meior fazer; queremos aqui dezir que cosa es penedencia. segund lo mostraron los sanctos padres. & quantas maneras son della. E a quien se deuen confessar. E que cosas ha mester la penedencia; por seer uerdadera. E que prouiene della.
